src,dst,volume,path_nodes
12940,17781,1.0,"[12940, 17781]"
15601,12205,1.0,"[15601, 12205]"
19300,10705,1.0,"[19300, 10705]"
19846,16236,300.0,"[19846, 16236]"
11209,17752,1.0,"[11209, 17752]"
16325,12216,300.0,"[16325, 12216]"
16683,18827,1.0,"[16683, 18827]"
12205,13417,300.0,"[12205, 13417]"
15008,15601,300.0,"[15008, 15601]"
19300,10177,160.0,"[19300, 10177]"
18441,18827,300.0,"[18441, 18827]"
19915,19134,1.0,"[19915, 10867, 19134]"
18799,12652,300.0,"[18799, 12652]"
13694,10301,1.0,"[13694, 10301]"
12652,14053,1.0,"[12652, 14053]"
18441,10705,1.0,"[18441, 16325, 10705]"
12652,11189,1.0,"[12652, 11189]"
19300,12562,1.0,"[19300, 12562]"
14519,11022,270.0,"[14519, 11022]"
14519,11022,30.0,"[14519, 12652, 11022]"
12205,15183,300.0,"[12205, 15183]"
16236,11189,1.0,"[16236, 11189]"
11112,11466,180.0,"[11112, 11466]"
18812,18411,1.0,"[18812, 18411]"
12652,19915,1.0,"[12652, 19915]"
10044,19971,300.0,"[10044, 19971]"
11200,18542,161.0,"[11200, 18542]"
12940,13170,300.0,"[12940, 13170]"
12352,12216,1.0,"[12352, 12216]"
16236,13460,148.0,"[16236, 13460]"
18542,19502,1.0,"[18542, 19502]"
13509,12369,300.0,"[13509, 12369]"
18542,19147,1.0,"[18542, 19147]"
13417,16855,300.0,"[13417, 16855]"
12868,16855,1.0,"[12868, 11181, 16855]"
17282,17464,1.0,"[17282, 17464]"
15483,11163,72.0,"[15483, 11163]"
16325,19134,1.0,"[16325, 19134]"
16117,14358,179.0,"[16117, 14358]"
15008,19915,300.0,"[15008, 19915]"
11200,19147,300.0,"[11200, 19147]"
18542,11163,300.0,"[18542, 11163]"
16855,13165,300.0,"[16855, 13165]"
17282,15848,262.0,"[17282, 15848]"
15008,14519,1.0,"[15008, 14519]"
18542,17464,67.0,"[18542, 17464]"
15008,15724,254.0,"[15008, 15724]"
13165,16855,300.0,"[13165, 16855]"
10916,11200,1.0,"[10916, 14053, 11200]"
10916,13917,205.99999979999998,"[10916, 13917]"
10916,13917,3.9999999899999996,"[10916, 18149, 13917]"
10375,12352,1.0,"[10375, 12352]"
13417,15724,10.0,"[13417, 15724]"
18812,13100,1.0,"[18812, 13100]"
13665,12868,96.0,"[13665, 12868]"
10044,17522,1.0,"[10044, 17522]"
13509,19273,1.0,"[13509, 19273]"
15483,13165,300.0,"[15483, 13165]"
18441,18219,9.0,"[18441, 16325, 18219]"
13694,13563,1.0,"[13694, 13563]"
10705,10985,184.0,"[10705, 10985]"
18441,15848,1.0,"[18441, 15848]"
15891,14278,1.0,"[15891, 14278]"
14234,18448,1.0,"[14234, 13563, 18448]"
15008,15241,1.0,"[15008, 15241]"
19300,16339,300.0,"[19300, 16339]"
11147,15651,1.0,"[11147, 15651]"
12868,10901,1.0,"[12868, 11181, 10901]"
12940,18812,51.0,"[12940, 18812]"
15185,11209,1.0,"[15185, 11209]"
11200,10985,300.0,"[11200, 10985]"
15008,10963,300.0,"[15008, 10963]"
13454,11209,1.0,"[13454, 11209]"
11112,16855,119.0,"[11112, 16855]"
11200,13454,1.0,"[11200, 13454]"
15008,12352,1.0,"[15008, 12352]"
18812,19502,300.0,"[18812, 19502]"
11147,12633,270.0,"[11147, 12633]"
11147,12633,30.0,"[11147, 17223, 12633]"
10748,19971,1.0,"[10748, 19971]"
10568,16855,1.0,"[10568, 16855]"
11112,18799,290.0,"[11112, 18799]"
15008,14278,163.0,"[15008, 14278]"
19915,12355,90.0,"[19915, 12355]"
19915,12355,210.0,"[19915, 10867, 12355]"
10568,18812,300.0,"[10568, 18812]"
17282,18448,1.0,"[17282, 18448]"
12868,17738,1.0,"[12868, 17738]"
11209,14278,300.0,"[11209, 14278]"
15891,17738,1.0,"[15891, 17738]"
19300,16683,300.0,"[19300, 16683]"
10916,10326,1.0,"[10916, 17504, 10326]"
15483,13582,195.0,"[15483, 13582]"
13636,15601,136.0,"[13636, 15601]"
13694,16855,295.0,"[13694, 16855]"
15008,19134,300.0,"[15008, 19134]"
17282,15948,82.0,"[17282, 15948]"
13417,17522,1.0,"[13417, 17522]"
14519,17752,118.0,"[14519, 17752]"
12652,17223,8.0,"[12652, 17223]"
16236,10269,221.0,"[16236, 10269]"
16325,16855,300.0,"[16325, 16855]"
14519,15483,1.0,"[14519, 10657, 15483]"
18827,18941,1.0,"[18827, 17516, 18941]"
11209,12352,104.0,"[11209, 12352]"
14736,12868,44.0,"[14736, 12868]"
17282,10316,189.0,"[17282, 10316]"
12205,17752,300.0,"[12205, 17752]"
14358,14519,1.0,"[14358, 13165, 14519]"
12205,13563,300.0,"[12205, 13563]"
18827,10301,1.0,"[18827, 10301]"
18827,13417,300.0,"[18827, 13417]"
12616,11561,260.0,"[12616, 11561]"
13636,10657,1.0,"[13636, 10657]"
13555,17504,1.0,"[13555, 13989, 17504]"
14053,18219,1.0,"[14053, 18219]"
13555,15601,300.0,"[13555, 15601]"
16325,13460,1.0,"[16325, 13460]"
15008,12270,1.0,"[15008, 12270]"
15077,13417,1.0,"[15077, 13417]"
12652,19239,159.0,"[12652, 19239]"
13582,12205,300.0,"[13582, 12205]"
17522,15848,1.0,"[17522, 15848]"
13417,17752,1.0,"[13417, 17738, 17752]"
12652,17781,1.0,"[12652, 17781]"
18219,12868,300.0,"[18219, 12868]"
13636,18812,1.0,"[13636, 18812]"
10748,17522,300.0,"[10748, 17522]"
15891,13563,247.0,"[15891, 13563]"
17282,10985,71.0,"[17282, 10985]"
16236,11466,1.0,"[16236, 11466]"
15891,13454,1.0,"[15891, 13454]"
12352,15264,1.0,"[12352, 15264]"
13636,19239,141.0,"[13636, 19239]"
12205,14278,1.0,"[12205, 14278]"
17282,18799,1.0,"[17282, 18799]"
16325,13170,300.0,"[16325, 13170]"
19300,10657,24.0,"[19300, 10657]"
11466,11561,1.0,"[11466, 11561]"
15008,13073,175.0,"[15008, 13073]"
13694,11209,242.0,"[13694, 11209]"
12652,12746,300.0,"[12652, 12746]"
11209,18799,1.0,"[11209, 18799]"
18441,12868,1.0,"[18441, 13489, 12868]"
18542,16117,1.0,"[18542, 16117]"
10705,18941,9.0,"[10705, 18941]"
15483,10044,300.0,"[15483, 10044]"
13694,10867,1.0,"[13694, 10867]"
13636,12216,1.0,"[13636, 12216]"
10748,11853,300.0,"[10748, 11853]"
13417,13665,90.0,"[13417, 13665]"
13417,13665,210.0,"[13417, 19502, 13665]"
10916,10963,173.0,"[10916, 10963]"
10568,14425,104.0,"[10568, 13555, 14425]"
10044,13665,256.0,"[10044, 13665]"
10568,17781,1.0,"[10568, 17781]"
18827,11181,5.0000001,"[18827, 11181]"
18827,11181,294.999999,"[18827, 10748, 11181]"
10748,18448,83.0,"[10748, 18448]"
10568,14053,300.0,"[10568, 14053]"
12352,15724,271.0,"[12352, 15724]"
18827,13460,1.0,"[18827, 13460]"
10916,18799,1.0,"[10916, 18149, 18799]"
17282,15270,300.0,"[17282, 15270]"
11147,10796,300.0,"[11147, 10796]"
11209,11163,1.0,"[11209, 11163]"
14234,12973,300.0,"[14234, 12973]"
17282,11466,300.0,"[17282, 11466]"
10748,15948,292.0,"[10748, 15948]"
14234,12205,130.0,"[14234, 12205]"
12352,11022,1.0,"[12352, 11022]"
15241,15008,124.0,"[15241, 15008]"
13555,11163,1.0,"[13555, 11163]"
12216,18799,235.0,"[12216, 18799]"
18441,13237,1.0,"[18441, 17789, 13237]"
16117,15270,193.0,"[16117, 15270]"
15483,18411,1.0,"[15483, 18411]"
18827,10177,26.0,"[18827, 17223, 10177]"
18799,12868,157.0,"[18799, 12868]"
13417,12352,201.0,"[13417, 12352]"
10748,19502,300.0,"[10748, 19502]"
18441,17738,300.0,"[18441, 17738]"
11147,10901,18.0,"[11147, 10901]"
14257,12652,237.99999899999997,"[14257, 12652]"
14257,12652,62.000001,"[14257, 10177, 12652]"
11200,11261,1.0,"[11200, 11261]"
17516,16236,182.0,"[17516, 16236]"
13509,13454,300.0,"[13509, 13454]"
15891,13073,300.0,"[15891, 13073]"
10901,11147,1.0,"[10901, 11147]"
15948,13417,268.0,"[15948, 13417]"
16325,14053,42.0,"[16325, 14053]"
12352,16028,1.0,"[12352, 16028]"
10705,18219,300.0,"[10705, 18219]"
10748,15183,1.0,"[10748, 11181, 15183]"
16117,17522,1.0,"[16117, 17522]"
15891,10177,1.0,"[15891, 10177]"
15008,13563,300.0,"[15008, 13563]"
10916,14358,49.0,"[10916, 14358]"
18827,16108,171.0,"[18827, 13165, 16108]"
18827,15378,300.0,"[18827, 15378]"
15483,19430,300.0,"[15483, 19430]"
10044,14519,122.0,"[10044, 14519]"
13555,12868,300.0,"[13555, 12868]"
10748,17738,1.0,"[10748, 18542, 17738]"
18812,13582,1.0,"[18812, 12746, 13582]"
11147,18411,1.0,"[11147, 18411]"
15483,18827,1.0,"[15483, 18827]"
10748,13237,1.0,"[10748, 13237]"
11200,14278,300.0,"[11200, 14278]"
12205,14234,300.0,"[12205, 14234]"
18441,18542,1.0,"[18441, 18542]"
13694,18941,27.0,"[13694, 18941]"
18542,17223,120.0,"[18542, 17223]"
13555,11209,1.0,"[13555, 11209]"
14519,13165,138.0,"[14519, 13165]"
16855,13555,1.0,"[16855, 15601, 13555]"
15483,11853,1.0,"[15483, 11853]"
10963,18827,1.0,"[10963, 15651, 18827]"
18542,11466,224.0,"[18542, 11466]"
12205,13165,300.0,"[12205, 13165]"
15483,12270,300.0,"[15483, 12270]"
18812,10748,1.0,"[18812, 10748]"
11200,16117,300.0,"[11200, 16117]"
14234,13165,1.0,"[14234, 13165]"
16325,13100,270.0,"[16325, 13100]"
18827,13237,300.0,"[18827, 13237]"
19915,10955,1.0,"[19915, 10301, 10955]"
11147,19915,178.9999992,"[11147, 19915]"
11147,19915,1.000000008,"[11147, 10955, 19915]"
10705,12352,300.0,"[10705, 12352]"
18812,19143,72.0,"[18812, 19143]"
13694,18219,1.0,"[13694, 15483, 18219]"
13165,15008,1.0,"[13165, 15008]"
10916,12868,243.0,"[10916, 12868]"
16325,10568,208.0,"[16325, 10568]"
16117,18448,1.0,"[16117, 18448]"
11112,11200,1.0,"[11112, 16236, 11200]"
14278,12868,1.0,"[14278, 12868]"
16855,10963,1.0,"[16855, 11466, 10963]"
13582,13417,1.0,"[13582, 13417]"
10916,10316,300.0,"[10916, 10316]"
19300,19502,1.0,"[19300, 13073, 19502]"
10705,15724,1.0,"[10705, 13460, 15724]"
17516,12205,259.0,"[17516, 12205]"
16683,16236,300.0,"[16683, 16236]"
15008,12868,1.0,"[15008, 12746, 12868]"
17282,14234,35.0,"[17282, 14234]"
12940,18941,92.0,"[12940, 18941]"
15891,16108,294.0,"[15891, 16108]"
12940,15724,1.0,"[12940, 15724]"
11200,18219,296.0,"[11200, 18219]"
12973,14234,120.0,"[12973, 16028, 14234]"
12973,14234,180.0,"[12973, 13917, 14234]"
13417,11181,213.0,"[13417, 11181]"
12746,14519,28.0,"[12746, 14519]"
15008,13165,1.0,"[15008, 13165]"
13417,15378,300.0,"[13417, 15378]"
17282,12352,300.0,"[17282, 12352]"
15891,16117,1.0,"[15891, 16117]"
18441,11209,1.0,"[18441, 11209]"
18542,14736,1.0,"[18542, 14736]"
15008,16117,1.0,"[15008, 13509, 16117]"
12205,13073,286.0,"[12205, 13073]"
12746,16236,1.0,"[12746, 16236]"
16855,12633,1.0,"[16855, 13665, 12633]"
11209,12216,1.0,"[11209, 12216]"
12352,17464,42.0,"[12352, 17464]"
16236,13100,300.0,"[16236, 13100]"
12205,18448,1.0,"[12205, 18448]"
18812,18799,300.0,"[18812, 18799]"
18827,11561,300.0,"[18827, 11561]"
13694,19502,300.0,"[13694, 19502]"
11147,13694,300.0,"[11147, 13694]"
15008,12746,1.0,"[15008, 12746]"
18827,16887,1.0,"[18827, 13165, 16887]"
13417,10985,300.0,"[13417, 10985]"
19300,15848,1.0,"[19300, 15848]"
18448,10916,300.0,"[18448, 10916]"
12352,19971,1.0,"[12352, 19971]"
10916,18411,1.0,"[10916, 18411]"
11209,10301,1.0,"[11209, 10301]"
18441,13694,1.0,"[18441, 13489, 13694]"
16325,15601,261.0,"[16325, 15601]"
18827,19430,1.0,"[18827, 19502, 19430]"
12652,12633,300.0,"[12652, 12633]"
10916,15891,1.0,"[10916, 14053, 15891]"
15483,10177,300.0,"[15483, 10177]"
11181,14519,1.0,"[11181, 14519]"
14234,12633,1.0,"[14234, 16339, 12633]"
18441,15241,236.0,"[18441, 15241]"
11147,10955,300.0,"[11147, 10955]"
13165,12652,1.0,"[13165, 12652]"
12940,19147,1.0,"[12940, 19147]"
12205,15891,252.0,"[12205, 15891]"
12205,18411,1.0,"[12205, 18411]"
11022,14519,143.0,"[11022, 14519]"
16236,17223,182.0,"[16236, 17223]"
16117,12562,300.0,"[16117, 12562]"
18827,19500,1.0,"[18827, 18149, 19500]"
11147,17738,1.0,"[11147, 17738]"
13417,18542,283.0,"[13417, 18542]"
18812,13917,35.0,"[18812, 13917]"
10568,12652,244.0,"[10568, 12652]"
19915,15264,33.0,"[19915, 15264]"
19300,12352,300.0,"[19300, 12352]"
12868,18542,1.0,"[12868, 17789, 18542]"
18542,15891,198.0,"[18542, 15891]"
10568,15241,1.0,"[10568, 19500, 15241]"
16117,11561,300.0,"[16117, 11561]"
16117,16855,153.0,"[16117, 16855]"
11147,15948,77.0,"[11147, 15948]"
13694,10269,300.0,"[13694, 10269]"
11147,11853,255.0,"[11147, 11853]"
10044,17282,1.0,"[10044, 17282]"
13417,14736,1.0,"[13417, 14736]"
16236,18799,196.0,"[16236, 18799]"
19915,12940,3.0,"[19915, 12940]"
19915,12940,297.0,"[19915, 13582, 12940]"
11147,19134,300.0,"[11147, 19134]"
11147,15891,1.0,"[11147, 12940, 15891]"
11147,13170,1.0,"[11147, 12940, 13170]"
10916,19500,300.0,"[10916, 13840, 19500]"
15891,18219,34.0,"[15891, 18219]"
13417,17282,211.0,"[13417, 17282]"
10748,10301,1.0,"[10748, 11181, 10301]"
11200,11147,1.0,"[11200, 11147]"
11261,13417,263.0,"[11261, 13417]"
12616,16236,232.0,"[12616, 16236]"
15483,10748,300.0,"[15483, 10748]"
19143,12652,1.0,"[19143, 12652]"
16236,12352,1.0,"[16236, 12352]"
18441,13454,242.0,"[18441, 13454]"
18799,12205,1.0,"[18799, 12205]"
16325,11022,1.0,"[16325, 11022]"
13636,15378,1.0,"[13636, 15378]"
16117,19430,261.0,"[16117, 19430]"
17282,17522,300.0,"[17282, 17522]"
18941,13417,1.0,"[18941, 13417]"
10705,10963,300.0,"[10705, 10963]"
12205,17738,1.0,"[12205, 17738]"
15008,16683,300.0,"[15008, 16683]"
19785,11209,1.0,"[19785, 11209]"
16325,14278,1.0,"[16325, 14278]"
16117,10705,300.0,"[16117, 10705]"
19915,13582,300.0,"[19915, 13582]"
16325,11261,300.0,"[16325, 11261]"
16117,18827,145.0,"[16117, 18827]"
11200,14053,300.0,"[11200, 14053]"
12940,16339,1.0,"[12940, 16339]"
10705,16339,300.0,"[10705, 16339]"
12369,12352,47.0,"[12369, 12352]"
13636,13073,300.0,"[13636, 13073]"
13694,18812,74.0,"[13694, 15483, 18812]"
12352,13237,297.0,"[12352, 13237]"
13237,17282,205.0,"[13237, 17282]"
13636,15185,300.0,"[13636, 15185]"
11112,17752,300.0,"[11112, 17752]"
11112,13088,1.0,"[11112, 13088]"
18812,11455,300.0,"[18812, 11455]"
17282,13665,33.0,"[17282, 13665]"
12940,10269,161.0,"[12940, 10269]"
11209,16117,152.0,"[11209, 16117]"
13555,13073,300.0,"[13555, 13073]"
16236,10568,54.0,"[16236, 10568]"
12868,15483,288.0,"[12868, 15483]"
12868,15483,12.0,"[12868, 10985, 15483]"
11112,19143,1.0,"[11112, 19143]"
11200,18799,184.0,"[11200, 18799]"
11200,11181,1.0,"[11200, 13509, 11181]"
12352,16855,300.0,"[12352, 16855]"
11209,10269,300.0,"[11209, 10269]"
12616,19143,1.0,"[12616, 19143]"
16325,16887,300.0,"[16325, 16887]"
12352,13100,300.0,"[12352, 13100]"
18542,17781,300.0,"[18542, 17781]"
16117,18110,221.0,"[16117, 18110]"
11200,19502,300.0,"[11200, 19502]"
18812,11147,1.0,"[18812, 11147]"
19500,14519,102.0,"[19500, 15241, 14519]"
15891,12355,71.0,"[15891, 12355]"
12868,12633,300.0,"[12868, 12633]"
11200,17781,300.0,"[11200, 17781]"
13555,10316,1.0,"[13555, 15077, 10316]"
12652,16683,300.0,"[12652, 16683]"
15891,18812,1.0,"[15891, 18812]"
19915,19273,1.0,"[19915, 12352, 19273]"
13509,15483,1.0,"[13509, 12746, 15483]"
10748,18799,281.0,"[10748, 18799]"
15241,12868,300.0,"[15241, 12868]"
11209,18542,300.0,"[11209, 18542]"
17282,19147,32.0,"[17282, 19147]"
10044,13917,1.0,"[10044, 13917]"
13509,11209,1.0,"[13509, 11209]"
13417,18448,192.0,"[13417, 18448]"
15651,15848,300.0,"[15651, 15848]"
16236,13237,1.0,"[16236, 13237]"
19915,11561,1.0,"[19915, 12562, 11561]"
12205,19134,1.0,"[12205, 19134]"
15848,10963,300.0,"[15848, 10963]"
13417,15948,1.0,"[13417, 15948]"
13694,18799,27.0,"[13694, 18799]"
11455,11209,1.0,"[11455, 11209]"
14519,19147,300.0,"[14519, 19147]"
19915,10867,300.0,"[19915, 10867]"
14278,17738,16.0,"[14278, 17738]"
13417,16339,139.0,"[13417, 16339]"
16325,14234,300.0,"[16325, 14234]"
13694,14053,1.0,"[13694, 14053]"
13665,13417,256.0,"[13665, 13417]"
15008,13694,1.0,"[15008, 12746, 13694]"
18812,15264,1.0,"[18812, 13460, 15264]"
13694,10326,1.0,"[13694, 10326]"
14425,14234,55.0,"[14425, 14234]"
12652,12352,1.0,"[12652, 12352]"
12652,15948,1.0,"[12652, 15948]"
10748,15848,199.0,"[10748, 15848]"
12205,18941,1.0,"[12205, 18941]"
12652,12369,300.0,"[12652, 12369]"
13509,19915,300.0,"[13509, 19915]"
18812,15483,264.0,"[18812, 15483]"
19300,12633,300.0,"[19300, 12633]"
12352,18411,300.0,"[12352, 18411]"
12205,10867,1.0,"[12205, 19915, 10867]"
13694,10748,57.0,"[13694, 10748]"
12352,14234,1.0,"[12352, 14234]"
12746,18812,1.0,"[12746, 18812]"
10748,10705,1.0,"[10748, 10705]"
18219,15891,300.0,"[18219, 15891]"
13694,19430,300.0,"[13694, 19430]"
14519,13694,300.0,"[14519, 13694]"
12940,10301,1.0,"[12940, 10301]"
17752,14358,33.0,"[17752, 14358]"
13417,12652,1.0,"[13417, 12652]"
10705,18110,32.0,"[10705, 18110]"
13694,18827,1.0,"[13694, 15483, 18827]"
15008,16028,1.0,"[15008, 16028]"
16325,13165,139.0,"[16325, 13165]"
10705,19147,1.0,"[10705, 19147]"
11147,11200,1.0,"[11147, 11200]"
18827,15270,172.0,"[18827, 15270]"
18542,15241,300.0,"[18542, 15241]"
10705,12940,191.0,"[10705, 12940]"
13563,18827,108.0,"[13563, 18827]"
16236,19134,300.0,"[16236, 19134]"
16325,15008,1.0,"[16325, 15008]"
17282,19915,1.0,"[17282, 19915]"
11200,11455,300.0,"[11200, 11455]"
12205,10901,1.0,"[12205, 10901]"
12940,11189,195.0,"[12940, 11189]"
13694,15948,300.0,"[13694, 15948]"
17789,19300,300.0,"[17789, 19300]"
16236,10177,233.0,"[16236, 10177]"
10705,13665,300.0,"[10705, 13665]"
11209,19143,1.0,"[11209, 19143]"
11147,14234,1.0,"[11147, 14234]"
11112,15264,1.0,"[11112, 13460, 15264]"
12652,11147,300.0,"[12652, 11147]"
10748,19500,1.0,"[10748, 11181, 19500]"
10748,12746,300.0,"[10748, 12746]"
11147,11022,1.0,"[11147, 11022]"
16117,19846,1.0,"[16117, 19846]"
11209,13454,300.0,"[11209, 13454]"
11112,13170,1.0,"[11112, 13170]"
12940,12355,300.0,"[12940, 12355]"
13555,11261,300.0,"[13555, 11261]"
10867,15008,1.0,"[10867, 15008]"
11112,18542,300.0,"[11112, 18542]"
14060,16236,300.0,"[14060, 16236]"
12352,10796,1.0,"[12352, 10796]"
11209,15185,41.0,"[11209, 15185]"
16236,17738,61.0,"[16236, 17738]"
10748,12216,237.0,"[10748, 12216]"
10316,13417,300.0,"[10316, 13417]"
19915,13694,3.9999998999999997,"[19915, 13694]"
19915,13694,296.000001,"[19915, 16117, 13694]"
18441,11261,1.0,"[18441, 13636, 11261]"
12205,11466,300.0,"[12205, 11466]"
17010,14234,1.0,"[17010, 14234]"
15483,10301,1.0,"[15483, 10301]"
10916,18941,44.0,"[10916, 18941]"
11112,12868,300.0,"[11112, 12868]"
12216,12205,1.0,"[12216, 12205]"
10916,19239,1.0,"[10916, 19239]"
15891,18827,1.0,"[15891, 18827]"
11147,17282,155.0,"[11147, 17282]"
16117,11261,1.0,"[16117, 11261]"
10916,10796,16.0,"[10916, 10796]"
13165,12868,166.0,"[13165, 12868]"
11112,11022,300.0,"[11112, 11022]"
13636,18941,203.0,"[13636, 18941]"
16117,18799,34.0,"[16117, 18799]"
14234,10963,276.0,"[14234, 10963]"
17282,18219,300.0,"[17282, 18219]"
10705,12652,1.0,"[10705, 14519, 12652]"
12616,16855,1.0,"[12616, 16855]"
11112,14234,74.0,"[11112, 14234]"
16236,13563,215.0,"[16236, 13563]"
10301,15008,113.0,"[10301, 12205, 15008]"
13694,16028,1.0,"[13694, 16028]"
19300,11200,300.0,"[19300, 11200]"
18542,10748,86.0,"[18542, 10748]"
15008,13088,300.0,"[15008, 13088]"
16325,10748,1.0,"[16325, 19300, 10748]"
18542,13165,43.0,"[18542, 13165]"
14257,12633,1.0,"[14257, 12633]"
13694,10657,277.0,"[13694, 10657]"
15891,15008,162.0,"[15891, 15008]"
11209,19846,1.0,"[11209, 19846]"
18542,13073,300.0,"[18542, 13073]"
10748,19147,1.0,"[10748, 14053, 19147]"
10916,12746,300.0,"[10916, 12746]"
10748,15601,72.0,"[10748, 15601]"
12652,14358,177.0,"[12652, 14358]"
10044,19134,173.0,"[10044, 19134]"
13555,19846,1.0,"[13555, 19846]"
18441,11189,1.0,"[18441, 11189]"
10916,17781,1.0,"[10916, 18110, 17781]"
12940,13582,183.0,"[12940, 13582]"
12652,10301,300.0,"[12652, 10301]"
11209,13665,300.0,"[11209, 13665]"
13417,18110,100.0,"[13417, 18110]"
13694,16108,1.0,"[13694, 13165, 16108]"
11209,15948,300.0,"[11209, 15948]"
16117,12355,300.0,"[16117, 12355]"
15483,11181,300.0,"[15483, 11181]"
12868,16683,1.0,"[12868, 13073, 16683]"
11200,19500,55.0,"[11200, 19500]"
16117,10316,1.0,"[16117, 10316]"
19915,10326,27.0,"[19915, 10375, 10326]"
19300,19134,236.0,"[19300, 19134]"
15483,17781,1.0,"[15483, 17781]"
18812,18448,1.0,"[18812, 18448]"
19300,16028,300.0,"[19300, 16028]"
11200,16236,300.0,"[11200, 16236]"
10705,19500,20.0,"[10705, 19500]"
15891,19143,300.0,"[15891, 19143]"
14257,14519,1.0,"[14257, 16339, 14519]"
16236,18411,300.0,"[16236, 18411]"
19134,15848,188.0,"[19134, 15848]"
16236,10901,300.0,"[16236, 10901]"
18812,17522,45.0,"[18812, 17522]"
12352,19300,300.0,"[12352, 19300]"
16117,12270,1.0,"[16117, 12270]"
15483,11261,1.0,"[15483, 11261]"
12205,10796,1.0,"[12205, 10796]"
16236,10044,300.0,"[16236, 10044]"
12652,15483,1.0,"[12652, 12746, 15483]"
14234,16028,178.0,"[14234, 16028]"
16236,16028,1.0,"[16236, 16028]"
13460,19333,58.0,"[13460, 19333]"
11209,10963,1.0,"[11209, 10963]"
13417,10705,300.0,"[13417, 10705]"
10044,10177,90.0,"[10044, 10177]"
10044,10177,210.0,"[10044, 15185, 10177]"
16117,11022,1.0,"[16117, 11022]"
16236,16855,300.0,"[16236, 16855]"
15483,11147,1.0,"[15483, 11147]"
12868,17522,1.0,"[12868, 11181, 17522]"
15891,13088,152.0,"[15891, 13088]"
10963,12205,1.0,"[10963, 15848, 12205]"
19915,11455,1.0,"[19915, 11455]"
16325,11181,300.0,"[16325, 11181]"
18411,12205,1.0,"[18411, 12205]"
19915,10301,300.0,"[19915, 10301]"
19300,10901,1.0,"[19300, 10901]"
12652,11455,121.0,"[12652, 11455]"
18542,13582,215.0,"[18542, 13582]"
11147,15724,300.0,"[11147, 15724]"
17282,11189,300.0,"[17282, 11189]"
10748,19785,1.0,"[10748, 19785]"
19300,19239,1.0,"[19300, 19239]"
14234,19846,1.0,"[14234, 19846]"
15686,18827,300.0,"[15686, 18827]"
14234,15008,1.0,"[14234, 13165, 15008]"
18812,19147,300.0,"[18812, 19147]"
15891,19846,154.0,"[15891, 19846]"
15948,11209,69.0,"[15948, 18441, 11209]"
18448,12633,30.0,"[18448, 16339, 12633]"
18448,12633,270.0,"[18448, 17464, 12633]"
12205,12270,300.0,"[12205, 12270]"
18441,12355,179.99999939,"[18441, 12355]"
18441,12355,19.000000013,"[18441, 13170, 12355]"
10748,11163,1.0,"[10748, 14053, 11163]"
12652,10316,287.0,"[12652, 10316]"
11189,10375,300.0,"[11189, 10375]"
10748,11189,300.0,"[10748, 11189]"
11209,12633,1.0,"[11209, 12633]"
18542,18411,208.0,"[18542, 18411]"
16117,13073,4.0,"[16117, 13073]"
13555,18827,1.0,"[13555, 18827]"
13636,11209,220.0,"[13636, 13509, 11209]"
16325,10705,227.0,"[16325, 10705]"
11209,15483,1.0,"[11209, 10657, 15483]"
16325,19300,300.0,"[16325, 19300]"
18799,18827,1.0,"[18799, 12216, 18827]"
19333,12652,300.0,"[19333, 12652]"
12940,11209,1.0,"[12940, 11209]"
18441,10867,300.0,"[18441, 10867]"
10916,12940,50.0,"[10916, 12940]"
13555,11466,1.0,"[13555, 19502, 11466]"
12940,13665,300.0,"[12940, 13665]"
10705,19333,122.0,"[10705, 19333]"
12205,13170,1.0,"[12205, 13170]"
18542,12940,1.0,"[18542, 12652, 12940]"
13694,11189,300.0,"[13694, 11189]"
12940,17522,146.0,"[12940, 17522]"
15077,16855,1.0,"[15077, 16855]"
18441,12216,7.0,"[18441, 12216]"
10916,19143,1.0,"[10916, 15848, 19143]"
15891,15270,220.0,"[15891, 15270]"
11200,18941,101.0,"[11200, 18941]"
15483,10316,1.0,"[15483, 10316]"
16117,14278,1.0,"[16117, 14278]"
14519,15891,1.0,"[14519, 15891]"
18812,10269,1.0,"[18812, 10269]"
15891,19502,205.0,"[15891, 19502]"
12205,10269,237.0,"[12205, 10269]"
13636,16117,300.0,"[13636, 16117]"
10705,19143,1.0,"[10705, 19143]"
10916,10901,28.0,"[10916, 18110, 10901]"
12940,10326,160.0,"[12940, 10326]"
15008,13237,270.0,"[15008, 13237]"
18812,11853,300.0,"[18812, 11853]"
14257,10916,8.0,"[14257, 10326, 10916]"
19300,10955,300.0,"[19300, 10955]"
18441,16683,300.0,"[18441, 16683]"
13170,13417,300.0,"[13170, 13417]"
15008,11209,1.0,"[15008, 18441, 11209]"
13555,19971,180.0,"[13555, 19971]"
13555,19971,120.0,"[13555, 10568, 19971]"
15686,17752,1.0,"[15686, 14358, 17752]"
12868,14704,1.0,"[12868, 19430, 14704]"
18542,19300,1.0,"[18542, 19300]"
13694,17223,1.0,"[13694, 17223]"
15483,17738,300.0,"[15483, 17738]"
12940,19430,300.0,"[12940, 19430]"
11200,13088,300.0,"[11200, 13088]"
18812,11561,300.0,"[18812, 11561]"
12868,12355,282.0,"[12868, 12355]"
19300,11189,286.0,"[19300, 11189]"
14234,16339,246.999999,"[14234, 16339]"
14234,16339,53.000001,"[14234, 13563, 16339]"
17282,19239,300.0,"[17282, 19239]"
