src,dst,volume,path_nodes
15973,13856,300.0,"[15973, 13856]"
12985,14070,1.0,"[12985, 12663, 14070]"
18144,17535,1.0,"[18144, 17535]"
10708,15028,136.0,"[10708, 16916, 15028]"
14005,14376,300.0,"[14005, 14376]"
14724,17770,240.99999899999997,"[14724, 17770]"
14724,17770,59.000001,"[14724, 13523, 17770]"
14005,11861,1.0,"[14005, 11861]"
18144,15872,176.0,"[18144, 15872]"
17784,17535,1.0,"[17784, 17535]"
15872,12663,1.0,"[15872, 15506, 12663]"
14376,18182,1.0,"[14376, 18182]"
15872,17495,300.0,"[15872, 17495]"
14724,13578,1.0,"[14724, 13578]"
10570,14005,300.0,"[10570, 14005]"
16991,11214,1.0,"[16991, 11214]"
11267,14252,300.0,"[11267, 14252]"
16219,16991,300.0,"[16219, 16991]"
18978,11861,160.0,"[18978, 11861]"
15872,11861,300.0,"[15872, 11861]"
12985,17784,1.0,"[12985, 17784]"
15872,15401,300.0,"[15872, 15401]"
16991,19311,1.0,"[16991, 19311]"
12663,11267,1.0,"[12663, 11267]"
10708,19185,1.0,"[10708, 19185]"
14005,17495,1.0,"[14005, 17495]"
10044,18446,1.0,"[10044, 18446]"
19311,14444,300.0,"[19311, 14444]"
12627,15286,300.0,"[12627, 15286]"
14005,18577,1.0,"[14005, 18577]"
18978,10270,180.0,"[18978, 10270]"
17770,12952,1.0,"[17770, 15262, 12952]"
11267,18849,1.0,"[11267, 18849]"
10303,16366,147.0,"[10303, 19469, 16366]"
10303,16366,153.0,"[10303, 17547, 16366]"
12627,13101,161.0,"[12627, 19542, 13101]"
16219,13523,300.0,"[16219, 13523]"
15973,12952,1.0,"[15973, 19469, 12952]"
10044,12663,148.0,"[10044, 12663]"
17547,15973,1.0,"[17547, 19921, 15973]"
15973,16991,300.0,"[15973, 16991]"
19180,16219,1.0,"[19180, 16219]"
17784,19180,300.0,"[17784, 19180]"
12573,15401,1.0,"[12573, 15401]"
10303,19171,1.0,"[10303, 19171]"
16053,10376,72.0,"[16053, 13856, 10376]"
16991,13523,1.0,"[16991, 13523]"
17784,10376,179.0,"[17784, 10376]"
16053,17495,5.0000001,"[16053, 17495]"
16053,17495,294.999999,"[16053, 14070, 17495]"
13680,16053,246.999999,"[13680, 15028, 16053]"
13680,16053,53.000001,"[13680, 15262, 16053]"
14005,19539,300.0,"[14005, 19539]"
10270,15973,300.0,"[10270, 15973]"
10044,14005,262.0,"[10044, 14005]"
18863,18476,1.0,"[18863, 18476]"
16991,13179,67.0,"[16991, 13179]"
18144,13651,254.0,"[18144, 13651]"
18978,15204,300.0,"[18978, 15204]"
13503,18577,1.0,"[13503, 18577]"
12985,16133,210.0,"[12985, 16133]"
10303,18144,1.0,"[10303, 10044, 18144]"
17253,15204,10.0,"[17253, 15204]"
11267,18446,1.0,"[11267, 18446]"
19311,19180,96.0,"[19311, 19180]"
10570,10270,1.0,"[10570, 19921, 10270]"
11267,11117,1.0,"[11267, 11117]"
10708,19469,30.0,"[10708, 19469]"
10708,19469,267.999999,"[10708, 18446, 19469]"
10708,19469,2.00000001,"[10708, 10570, 19469]"
16991,14005,9.0,"[16991, 14005]"
11267,13856,1.0,"[11267, 13856]"
14724,13651,184.0,"[14724, 13651]"
14005,13431,1.0,"[14005, 13431]"
18863,14076,1.0,"[18863, 16991, 14076]"
16219,18849,1.0,"[16219, 18144, 18849]"
16053,11214,1.0,"[16053, 11214]"
10708,13570,300.0,"[10708, 13570]"
15973,17495,1.0,"[15973, 17495]"
12985,19542,1.0,"[12985, 10044, 19542]"
12985,19185,51.0,"[12985, 19185]"
15028,13680,1.0,"[15028, 12952, 13680]"
15872,15916,300.0,"[15872, 15916]"
11267,12280,300.0,"[11267, 12280]"
10044,18849,1.0,"[10044, 18849]"
10708,11168,89.99999988,"[10708, 11168]"
10708,11168,29.00000012,"[10708, 16262, 11168]"
12214,10708,1.0,"[12214, 15916, 10708]"
14724,13250,1.0,"[14724, 13523, 13250]"
10708,19956,300.0,"[10708, 19956]"
11267,10708,300.0,"[11267, 10708]"
10270,19542,1.0,"[10270, 19542]"
10570,13101,1.0,"[10570, 13101]"
17547,16262,290.0,"[17547, 16262]"
16053,15206,163.0,"[16053, 15206]"
19921,13570,300.0,"[19921, 13570]"
10044,15204,300.0,"[10044, 15204]"
13503,16219,1.0,"[13503, 16219]"
14724,18144,1.0,"[14724, 15872, 18144]"
11461,16916,300.0,"[11461, 16916]"
15973,16133,1.0,"[15973, 16133]"
16366,11267,300.0,"[16366, 11267]"
16053,13474,1.0,"[16053, 13474]"
14005,10751,195.0,"[14005, 10751]"
16053,10327,136.0,"[16053, 10327]"
15973,14076,295.0,"[15973, 14076]"
16219,15206,300.0,"[16219, 15206]"
14724,18863,82.0,"[14724, 17822, 18863]"
10708,12214,1.0,"[10708, 15916, 12214]"
15262,16219,118.0,"[15262, 16133, 16219]"
10570,15506,8.0,"[10570, 19921, 15506]"
10570,17784,221.0,"[10570, 17784]"
13503,11861,300.0,"[13503, 11861]"
10044,10327,1.0,"[10044, 19542, 10327]"
11461,10904,1.0,"[11461, 10904]"
10570,15028,90.00000048000001,"[10570, 15028]"
10570,15028,13.999999520000001,"[10570, 10904, 15028]"
11267,11214,44.0,"[11267, 11214]"
18144,14444,189.0,"[18144, 14444]"
14005,19311,300.0,"[14005, 19311]"
16219,12663,1.0,"[16219, 12663]"
15872,13183,300.0,"[15872, 13183]"
19921,17784,1.0,"[19921, 17784]"
17784,10178,300.0,"[17784, 10178]"
10270,13101,260.0,"[10270, 13101]"
19371,16133,1.0,"[19371, 16133]"
18863,15206,1.0,"[18863, 16991, 15206]"
15206,16219,1.0,"[15206, 16219]"
15872,19185,300.0,"[15872, 19185]"
16053,13250,1.0,"[16053, 13250]"
15872,19542,1.0,"[15872, 19542]"
19171,10270,1.0,"[19171, 10270]"
17547,11214,159.0,"[17547, 11214]"
12379,13431,300.0,"[12379, 13431]"
12985,19180,1.0,"[12985, 14444, 19180]"
10303,13570,1.0,"[10303, 12985, 13570]"
15973,18863,1.0,"[15973, 17822, 18863]"
16991,13651,300.0,"[16991, 13651]"
10708,10044,1.0,"[10708, 17784, 10044]"
14724,14376,300.0,"[14724, 14376]"
13503,19180,247.0,"[13503, 19180]"
16053,11861,38.00000017,"[16053, 11861]"
16053,11861,32.99999983,"[16053, 18182, 11861]"
19311,12627,1.0,"[19311, 12627]"
15973,12985,1.0,"[15973, 12985]"
10270,19311,1.0,"[10270, 19311]"
16219,13431,141.0,"[16219, 13431]"
10303,12952,1.0,"[10303, 19469, 12952]"
18476,12985,1.0,"[18476, 12627, 12985]"
13503,17822,300.0,"[13503, 17822]"
19921,12952,24.0,"[19921, 12952]"
11461,18182,1.0,"[11461, 18182]"
11267,10570,175.0,"[11267, 10570]"
12214,12985,242.0,"[12214, 12985]"
10270,16219,300.0,"[10270, 16219]"
12985,13183,1.0,"[12985, 13183]"
14724,19469,1.0,"[14724, 19469]"
13578,10376,1.0,"[13578, 10376]"
10303,17822,9.0,"[10303, 10044, 17822]"
15973,18978,300.0,"[15973, 18978]"
10570,12952,1.0,"[10570, 10904, 12952]"
14005,19542,1.0,"[14005, 19542]"
11267,13183,300.0,"[11267, 13183]"
15747,10570,300.0,"[15747, 10570]"
11267,15206,173.0,"[11267, 19539, 15206]"
15872,18182,104.0,"[15872, 18182]"
18863,15204,256.0,"[18863, 15204]"
19921,11117,1.0,"[19921, 11117]"
16219,19539,300.0,"[16219, 19539]"
12627,19469,83.0,"[12627, 19469]"
11267,15506,300.0,"[11267, 15506]"
18863,19171,271.0,"[18863, 19171]"
19542,15872,1.0,"[19542, 15872]"
11117,16219,1.0,"[11117, 16133, 16219]"
14005,13101,300.0,"[14005, 13101]"
18863,18144,300.0,"[18863, 18144]"
15872,13503,1.0,"[15872, 13503]"
12214,11267,300.0,"[12214, 11267]"
15872,10270,300.0,"[15872, 10270]"
15973,16219,292.0,"[15973, 16219]"
19311,19956,130.0,"[19311, 19956]"
16991,11117,1.0,"[16991, 11117]"
16053,15286,124.0,"[16053, 15286]"
12627,18144,1.0,"[12627, 18144]"
10044,18182,235.0,"[10044, 18182]"
15028,12952,1.0,"[15028, 12952]"
17547,12627,193.0,"[17547, 12627]"
16053,19542,1.0,"[16053, 19542]"
10270,10751,26.0,"[10270, 10751]"
11461,15916,157.0,"[11461, 15916]"
16262,19311,201.0,"[16262, 19311]"
13183,15973,300.0,"[13183, 15973]"
14724,11861,300.0,"[14724, 11861]"
10570,15747,18.0,"[10570, 13651, 15747]"
16991,11472,300.0,"[16991, 11472]"
16053,15747,1.0,"[16053, 14070, 15747]"
13570,15973,182.0,"[13570, 15973]"
19956,11267,300.0,"[19956, 11267]"
19311,17770,300.0,"[19311, 17770]"
17784,13503,1.0,"[17784, 14724, 13503]"
16219,15401,268.0,"[16219, 15401]"
12985,10708,42.0,"[12985, 10708]"
10270,16262,1.0,"[10270, 16262]"
17547,14005,300.0,"[17547, 14005]"
16991,19469,1.0,"[16991, 14724, 19469]"
17784,16991,1.0,"[17784, 16991]"
15872,18577,1.0,"[15872, 18577]"
16053,10044,300.0,"[16053, 10044]"
15401,11472,49.0,"[15401, 11472]"
10708,14005,171.0,"[10708, 14005]"
13578,11168,300.0,"[13578, 11168]"
10044,15286,300.0,"[10044, 15286]"
19921,13431,122.0,"[19921, 13431]"
19311,13523,300.0,"[19311, 13523]"
17253,11117,1.0,"[17253, 11117]"
17547,18476,1.0,"[17547, 18476]"
14724,15916,1.0,"[14724, 13474, 15916]"
10570,16991,1.0,"[10570, 16991]"
13651,17312,1.0,"[13651, 10708, 17312]"
10270,16916,300.0,"[10270, 16916]"
12985,11168,300.0,"[12985, 11168]"
14005,15028,1.0,"[14005, 13179, 15028]"
16219,10659,27.0,"[16219, 10178, 10659]"
12985,17312,120.0,"[12985, 17312]"
18476,11267,1.0,"[18476, 11267]"
12627,15262,138.0,"[12627, 15262]"
19311,15286,1.0,"[19311, 15286]"
17547,10178,1.0,"[17547, 16219, 10178]"
13183,11267,1.0,"[13183, 11267]"
13570,10659,224.0,"[13570, 10659]"
13503,17535,300.0,"[13503, 17535]"
13523,10270,213.0,"[13523, 10270]"
13523,10270,87.0,"[13523, 14724, 10270]"
11461,17312,1.0,"[11461, 17312]"
12627,15973,300.0,"[12627, 10303, 15973]"
16991,10659,1.0,"[16991, 18863, 10659]"
17784,18182,270.0,"[17784, 18182]"
14724,14252,300.0,"[14724, 14252]"
11461,11168,1.0,"[11461, 11168]"
12627,13183,180.0,"[12627, 13183]"
17253,15401,59.000001,"[17253, 15401]"
17253,15401,240.99999899999997,"[17253, 11472, 15401]"
10044,16366,72.0,"[10044, 16366]"
10303,10708,1.0,"[10303, 11461, 10708]"
19921,17547,1.0,"[19921, 17547]"
15973,10708,243.0,"[15973, 10708]"
18144,17770,208.0,"[18144, 17770]"
13431,14005,1.0,"[13431, 14005]"
16219,10376,1.0,"[16219, 10376]"
19185,15872,1.0,"[19185, 19539, 15872]"
15506,11267,1.0,"[15506, 11267]"
11267,17784,1.0,"[11267, 17784]"
19311,15401,300.0,"[19311, 15401]"
17770,15401,1.0,"[17770, 11117, 15401]"
17784,15401,1.0,"[17784, 15401]"
13503,15747,259.0,"[13503, 15747]"
15872,10708,300.0,"[15872, 10708]"
17547,10270,1.0,"[17547, 10270]"
18863,11472,35.0,"[18863, 11472]"
13578,15973,92.0,"[13578, 15973]"
14724,13523,294.0,"[14724, 13523]"
14005,17312,1.0,"[14005, 17312]"
10708,10751,269.99999936,"[10708, 10751]"
10708,10751,26.000000048,"[10708, 16262, 10751]"
13503,17784,300.0,"[13503, 17784]"
16053,13578,213.0,"[16053, 13578]"
18863,15286,28.0,"[18863, 16991, 15286]"
14724,11117,1.0,"[14724, 13523, 11117]"
18144,19921,300.0,"[18144, 19921]"
10708,10270,300.0,"[10708, 10270]"
13503,18476,1.0,"[13503, 18476]"
10303,15747,1.0,"[10303, 11461, 15747]"
10044,17535,1.0,"[10044, 17535]"
16053,17784,1.0,"[16053, 19542, 17784]"
10270,13523,286.0,"[10270, 13523]"
10044,15206,1.0,"[10044, 15206]"
18144,15206,1.0,"[18144, 15206]"
12985,15028,1.0,"[12985, 10904, 15028]"
16053,12952,42.0,"[16053, 12952]"
13503,13570,300.0,"[13503, 13570]"
15401,15028,1.0,"[15401, 10989, 15028]"
19311,15747,300.0,"[19311, 15747]"
11461,19956,300.0,"[11461, 19956]"
15973,16916,300.0,"[15973, 16916]"
13503,10904,300.0,"[13503, 10904]"
11267,10178,1.0,"[11267, 10178]"
18446,15973,1.0,"[18446, 15973]"
11472,19338,300.0,"[11472, 19338]"
10044,12280,1.0,"[10044, 12280]"
16053,19171,300.0,"[16053, 19171]"
10708,10327,1.0,"[10708, 14252, 10327]"
15973,14444,1.0,"[15973, 10044, 14444]"
10303,13856,1.0,"[10303, 17547, 13856]"
19956,15401,1.0,"[19956, 15401]"
18144,18863,261.0,"[18144, 18863]"
16991,10376,1.0,"[16991, 10376]"
17547,16991,300.0,"[17547, 16991]"
18863,18849,1.0,"[18863, 16991, 18849]"
15872,10178,6.0,"[15872, 10178]"
15872,10178,294.0,"[15872, 16219, 10178]"
19311,19338,1.0,"[19311, 19338]"
16219,13101,1.0,"[16219, 13101]"
18144,18446,236.0,"[18144, 18446]"
19542,16219,300.0,"[19542, 16219]"
10178,15872,1.0,"[10178, 15872]"
11267,14005,1.0,"[11267, 14005]"
10270,15401,252.0,"[10270, 15401]"
12985,10751,1.0,"[12985, 10751]"
17784,10044,143.0,"[17784, 10044]"
14724,19338,182.0,"[14724, 13474, 19338]"
12757,12985,300.0,"[12757, 12985]"
10708,18577,1.0,"[10708, 18577]"
17784,10327,1.0,"[17784, 10327]"
13503,10659,283.0,"[13503, 10659]"
16991,19539,35.0,"[16991, 19539]"
17784,12214,244.0,"[17784, 12214]"
16991,10904,33.0,"[16991, 10904]"
15872,13431,300.0,"[15872, 13431]"
10044,14252,1.0,"[10044, 14252]"
12985,16991,198.0,"[12985, 15506, 16991]"
19311,18182,1.0,"[19311, 18182]"
12985,15262,300.0,"[12985, 15262]"
16053,13651,153.0,"[16053, 13651]"
11461,13570,77.0,"[11461, 13570]"
18144,10570,300.0,"[18144, 10570]"
11461,15973,255.0,"[11461, 15973]"
11461,15204,1.0,"[11461, 15204]"
16219,15028,1.0,"[16219, 19469, 15028]"
13856,15973,196.0,"[13856, 15973]"
10270,10376,300.0,"[10270, 10376]"
10708,17495,300.0,"[10708, 17495]"
14724,17312,1.0,"[14724, 13474, 17312]"
19311,17535,1.0,"[19311, 17535]"
18863,18978,300.0,"[18863, 18978]"
18978,19956,34.0,"[18978, 19956]"
11267,14444,211.0,"[11267, 14444]"
10044,10270,1.0,"[10044, 10270]"
18863,15506,1.0,"[18863, 16991, 15506]"
18863,16366,263.0,"[18863, 16366]"
15973,19469,232.0,"[15973, 19469]"
15206,15872,300.0,"[15206, 15872]"
12627,13570,1.0,"[12627, 15506, 13570]"
16991,18144,1.0,"[16991, 14444, 18144]"
15872,12280,242.0,"[15872, 12280]"
10303,15401,1.0,"[10303, 15401]"
18863,19539,1.0,"[18863, 19539]"
18144,14376,1.0,"[18144, 14376]"
10303,16262,261.0,"[10303, 16262]"
16053,14376,300.0,"[16053, 14376]"
14724,19185,1.0,"[14724, 19185]"
11267,10751,300.0,"[11267, 10751]"
19371,11214,1.0,"[19371, 11214]"
15973,13578,300.0,"[15973, 13578]"
17535,13431,1.0,"[17535, 13431]"
16053,18978,1.0,"[16053, 18978]"
14005,12280,300.0,"[14005, 12280]"
16991,15506,300.0,"[16991, 15506]"
10270,17770,300.0,"[10270, 17770]"
18144,17495,145.0,"[18144, 17495]"
12757,11214,300.0,"[12757, 11214]"
18863,12214,1.0,"[18863, 12214]"
17784,18144,300.0,"[17784, 18144]"
13680,15401,47.0,"[13680, 15262, 15401]"
14005,10270,300.0,"[14005, 10270]"
10303,15204,74.0,"[10303, 13179, 15204]"
12627,13651,297.0,"[12627, 13651]"
11117,16053,77.999999,"[11117, 17253, 16053]"
11117,16053,127.000001,"[11117, 14376, 16053]"
10270,13183,300.0,"[10270, 13183]"
17253,16053,300.0,"[17253, 16053]"
16991,11861,1.0,"[16991, 11861]"
16219,13179,300.0,"[16219, 13179]"
17822,15973,33.0,"[17822, 15973]"
15872,19311,161.0,"[15872, 10270, 19311]"
11461,16262,152.0,"[11461, 16262]"
16219,11861,300.0,"[16219, 11861]"
14376,19956,54.0,"[14376, 19956]"
14005,11214,300.0,"[14005, 11214]"
15872,12214,1.0,"[15872, 12214]"
10303,12663,184.0,"[10303, 12663]"
10708,14070,1.0,"[10708, 12663, 14070]"
19311,15206,300.0,"[19311, 15206]"
17312,10708,300.0,"[17312, 10708]"
16991,13570,1.0,"[16991, 13570]"
16262,11267,300.0,"[16262, 11267]"
17547,14070,300.0,"[17547, 14070]"
16991,17312,300.0,"[16991, 17312]"
19921,10044,221.0,"[19921, 10044]"
17547,11861,300.0,"[17547, 11861]"
13503,15204,1.0,"[13503, 15204]"
13503,15286,102.0,"[13503, 15286]"
19921,13651,71.0,"[19921, 13651]"
10904,10270,300.0,"[10904, 10270]"
13474,16142,300.0,"[13474, 16142]"
10303,17495,1.0,"[10303, 12985, 17495]"
16219,14005,300.0,"[16219, 14005]"
19539,11267,1.0,"[19539, 11267]"
18863,16133,1.0,"[18863, 16133]"
13503,10751,1.0,"[13503, 10751]"
10708,17784,281.0,"[10708, 17784]"
16053,11472,300.0,"[16053, 11472]"
14724,15401,300.0,"[14724, 15401]"
10270,17535,32.0,"[10270, 17535]"
10376,15973,1.0,"[10376, 15973]"
15401,18978,1.0,"[15401, 18978]"
14005,14724,192.0,"[14005, 14724]"
12985,19311,300.0,"[12985, 19311]"
18144,12952,1.0,"[18144, 10989, 12952]"
12627,10904,1.0,"[12627, 10044, 10904]"
17547,13179,1.0,"[17547, 13179]"
12985,16262,300.0,"[12985, 16262]"
12627,11214,1.0,"[12627, 18144, 11214]"
18978,10751,27.0,"[18978, 10751]"
14724,10178,1.0,"[14724, 10178]"
10044,13578,300.0,"[10044, 13578]"
10708,17312,300.0,"[10708, 17312]"
17547,18978,16.0,"[17547, 18978]"
15872,19180,139.0,"[15872, 19180]"
16219,19469,300.0,"[16219, 19469]"
16262,15506,1.0,"[16262, 15506]"
16053,10570,256.0,"[16053, 10570]"
14005,13503,1.0,"[14005, 13503]"
13503,13179,1.0,"[13503, 13179]"
14724,16366,1.0,"[14724, 13523, 16366]"
16053,19338,55.0,"[16053, 11472, 19338]"
12627,11861,1.0,"[12627, 19542, 11861]"
16053,18446,1.0,"[16053, 18446]"
18863,13101,199.0,"[18863, 13101]"
14005,16133,1.0,"[14005, 16133]"
15973,13570,300.0,"[15973, 13570]"
14005,14076,300.0,"[14005, 14076]"
16219,10270,264.0,"[16219, 10270]"
10044,15506,300.0,"[10044, 15506]"
10570,18849,300.0,"[10570, 18849]"
15973,19542,1.0,"[15973, 19542]"
10303,17312,57.0,"[10303, 17312]"
16219,13651,1.0,"[16219, 13651]"
13503,14070,1.0,"[13503, 14070]"
18863,13570,1.0,"[18863, 16991, 13570]"
10570,11568,300.0,"[10570, 11568]"
10270,11472,300.0,"[10270, 11472]"
18863,19469,300.0,"[18863, 19469]"
10270,11214,1.0,"[10270, 11214]"
11461,14376,33.0,"[11461, 14376]"
18144,13523,1.0,"[18144, 13523]"
10044,13523,32.0,"[10044, 13523]"
17784,11117,1.0,"[17784, 11117]"
10303,15262,1.0,"[10303, 13179, 15262]"
16219,16133,139.0,"[16219, 16133]"
16262,10044,1.0,"[16262, 10044]"
10570,15973,1.0,"[10570, 15973]"
10708,16133,172.0,"[10708, 16133]"
14724,15206,300.0,"[14724, 15206]"
10570,15204,191.0,"[10570, 15204]"
15506,12985,108.0,"[15506, 12985]"
10570,18577,300.0,"[10570, 18577]"
10270,19539,1.0,"[10270, 19539]"
11461,14724,1.0,"[11461, 14724]"
16053,19956,300.0,"[16053, 19956]"
10044,19956,1.0,"[10044, 19956]"
19311,13474,195.0,"[19311, 13474]"
19921,10904,300.0,"[19921, 10904]"
19311,15506,300.0,"[19311, 15506]"
14724,15262,233.0,"[14724, 13523, 15262]"
10570,13431,300.0,"[10570, 13431]"
15401,17039,1.0,"[15401, 10989, 17039]"
14724,14070,1.0,"[14724, 14070]"
14724,10570,1.0,"[14724, 10570]"
15973,15916,300.0,"[15973, 15916]"
16219,14376,1.0,"[16219, 14376]"
11461,12280,300.0,"[11461, 12280]"
17312,11267,1.0,"[17312, 11267]"
16219,15262,1.0,"[16219, 13179, 15262]"
14005,16262,300.0,"[14005, 16262]"
12627,14070,1.0,"[12627, 14070]"
18144,10327,300.0,"[18144, 10327]"
10708,18144,120.0,"[10708, 18144]"
10708,18144,180.0,"[10708, 17784, 18144]"
12364,10270,1.0,"[12364, 16133, 10270]"
19311,16366,300.0,"[19311, 16366]"
17784,11568,300.0,"[17784, 11568]"
16991,10270,1.0,"[16991, 10270]"
10044,18577,41.0,"[10044, 18577]"
17547,19338,61.0,"[17547, 19338]"
15872,19171,237.0,"[15872, 19171]"
18863,17535,300.0,"[18863, 17535]"
13578,17770,300.0,"[13578, 17770]"
16219,14444,1.0,"[16219, 14444]"
11461,11214,300.0,"[11461, 11214]"
17784,15028,1.0,"[17784, 10904, 15028]"
18863,10751,1.0,"[18863, 10751]"
13503,12985,44.0,"[13503, 12985]"
16262,12663,300.0,"[16262, 12663]"
18978,13578,1.0,"[18978, 19371, 13578]"
14724,11214,1.0,"[14724, 11214]"
17784,13570,1.0,"[17784, 13570]"
16991,18978,155.0,"[16991, 18978]"
17784,19469,1.0,"[17784, 19469]"
15973,10751,16.0,"[15973, 10751]"
17822,12985,166.0,"[17822, 12985]"
12757,10376,300.0,"[12757, 13101, 10376]"
15401,11168,120.99999933,"[15401, 13578, 11168]"
15401,11168,82.00000067,"[15401, 16133, 11168]"
14724,11472,34.0,"[14724, 11472]"
12627,10570,276.0,"[12627, 10570]"
15973,12663,300.0,"[15973, 12663]"
18446,10270,1.0,"[18446, 10270]"
15872,15506,1.0,"[15872, 15506]"
10570,14724,74.0,"[10570, 14724]"
10659,11568,215.0,"[10659, 11568]"
16053,16916,113.0,"[16053, 16916]"
16219,19956,1.0,"[16219, 19956]"
15973,15286,300.0,"[15973, 15286]"
14252,12985,86.0,"[14252, 12985]"
13523,15401,300.0,"[13523, 15401]"
14005,10708,1.0,"[14005, 10708]"
10570,16916,43.0,"[10570, 13651, 16916]"
15401,11861,1.0,"[15401, 11861]"
16991,12952,269.99999948000004,"[16991, 12952]"
16991,12952,6.999999966,"[16991, 10989, 12952]"
19956,16053,162.0,"[19956, 16053]"
16053,19539,1.0,"[16053, 14070, 19539]"
11267,13523,300.0,"[11267, 13523]"
13503,16991,1.0,"[13503, 17822, 16991]"
16219,13503,300.0,"[16219, 13503]"
10570,10904,72.0,"[10570, 10904]"
10303,16991,177.0,"[10303, 16991]"
13503,15028,173.0,"[13503, 15028]"
13503,11568,1.0,"[13503, 10178, 11568]"
12627,11472,1.0,"[12627, 11472]"
10708,13179,1.0,"[10708, 17784, 13179]"
13431,10708,183.0,"[13431, 10708]"
11117,15204,78.0,"[11117, 15204]"
11117,15204,222.0,"[11117, 17253, 15204]"
10270,18577,300.0,"[10270, 18577]"
11461,18476,100.0,"[11461, 18476]"
10708,18849,1.0,"[10708, 18849]"
10708,18978,300.0,"[10708, 18978]"
19311,12214,300.0,"[19311, 12214]"
16991,17784,300.0,"[16991, 17784]"
10270,19171,1.0,"[10270, 19171]"
12627,16916,55.0,"[12627, 16916]"
14070,18476,1.0,"[14070, 18476]"
16053,10904,27.0,"[16053, 10904]"
15916,15401,236.0,"[15916, 12214, 15401]"
10570,11214,1.0,"[10570, 11214]"
17784,12985,1.0,"[17784, 12985]"
11267,15916,296.000001,"[11267, 10708, 15916]"
11267,15916,3.9999998999999997,"[11267, 19539, 15916]"
10044,15916,300.0,"[10044, 15916]"
12627,11117,20.0,"[12627, 11117]"
10044,14444,300.0,"[10044, 14444]"
11461,12663,1.0,"[11461, 12663]"
11461,12627,300.0,"[11461, 12627]"
17784,10904,188.0,"[17784, 10904]"
10327,15401,300.0,"[10327, 15401]"
13101,15973,45.0,"[13101, 15973]"
13431,12985,300.0,"[13431, 12985]"
12985,13651,1.0,"[12985, 13651]"
18144,16219,1.0,"[18144, 19921, 16219]"
19921,14076,1.0,"[19921, 14076]"
10708,12379,300.0,"[10708, 17312, 12379]"
19311,16916,1.0,"[19311, 16916]"
17784,12627,178.0,"[17784, 12627]"
19311,10044,1.0,"[19311, 10044]"
16991,15206,58.0,"[16991, 15206]"
10708,13523,1.0,"[10708, 12663, 13523]"
12985,14376,300.0,"[12985, 14376]"
17547,16366,300.0,"[17547, 16366]"
11267,16991,1.0,"[11267, 16991]"
14005,19469,300.0,"[14005, 19469]"
11461,18849,1.0,"[11461, 18849]"
14724,18476,1.0,"[14724, 18476]"
12627,12985,152.0,"[12627, 12985]"
19311,17312,1.0,"[19311, 10708, 17312]"
15401,15204,1.0,"[15401, 11472, 15204]"
10270,16366,300.0,"[10270, 16366]"
10570,12985,1.0,"[10570, 19921, 12985]"
13503,16366,300.0,"[13503, 16366]"
11168,15401,1.0,"[11168, 15401]"
10708,11861,121.0,"[10708, 11861]"
10708,19338,215.0,"[10708, 19338]"
17784,15747,300.0,"[17784, 15747]"
10270,15916,300.0,"[10270, 15916]"
18144,14070,1.0,"[18144, 14070]"
13503,15206,1.0,"[13503, 15206]"
19180,15872,1.0,"[19180, 15872]"
10270,19180,300.0,"[10270, 19180]"
10044,15747,1.0,"[10044, 15747]"
11267,13431,300.0,"[11267, 13431]"
18144,17822,154.0,"[18144, 17822]"
12214,10570,69.0,"[12214, 10570]"
16053,13431,270.0,"[16053, 13431]"
16053,13431,30.0,"[16053, 12379, 13431]"
12985,18446,300.0,"[12985, 18446]"
17784,17495,199.0,"[17784, 17495]"
18863,16219,1.0,"[18863, 16991, 16219]"
10270,15747,287.0,"[10270, 15747]"
17784,11861,300.0,"[17784, 11861]"
19921,14376,300.0,"[19921, 14376]"
16219,15747,1.0,"[16219, 15747]"
10303,13523,208.0,"[10303, 15973, 13523]"
15973,13250,4.0,"[15973, 13250]"
19921,13503,1.0,"[19921, 13503]"
19311,13183,220.0,"[19311, 13183]"
16262,14076,227.0,"[16262, 14076]"
19185,12985,1.0,"[19185, 15747, 12985]"
10708,18476,297.999999,"[10708, 14252, 18476]"
10708,18476,2.00000001,"[10708, 12663, 18476]"
13578,19338,1.0,"[13578, 19338]"
18476,15872,300.0,"[18476, 15872]"
12985,14252,1.0,"[12985, 14252]"
13503,13651,300.0,"[13503, 13651]"
10270,13474,50.0,"[10270, 13474]"
14724,10751,1.0,"[14724, 13523, 10751]"
12985,16366,300.0,"[12985, 16366]"
19311,15973,122.0,"[19311, 15973]"
10270,14070,1.0,"[10270, 14070]"
15401,11214,1.0,"[15401, 11214]"
12985,13523,300.0,"[12985, 13523]"
15028,16219,146.0,"[15028, 16219]"
10708,13651,1.0,"[10708, 13651]"
16219,10327,7.0,"[16219, 10327]"
15973,17784,1.0,"[15973, 17784]"
16991,15262,220.0,"[16991, 15262]"
16219,10751,101.0,"[16219, 10751]"
10708,10570,1.0,"[10708, 10570]"
15973,16262,1.0,"[15973, 16262]"
10270,11117,1.0,"[10270, 11117]"
11461,18446,1.0,"[11461, 18446]"
13503,14376,205.0,"[13503, 14376]"
13856,11267,237.0,"[13856, 11267]"
11461,15286,300.0,"[11461, 15286]"
10270,13503,1.0,"[10270, 13503]"
10303,13250,28.0,"[10303, 17547, 13250]"
18144,19171,160.0,"[18144, 19171]"
17312,15872,270.0,"[17312, 15872]"
10303,11168,300.0,"[10303, 11168]"
